Word,POS
"['converting', 'hours', 'pickup', 'in', 'is', 'in', 'providence', 'forever', 'is', 'youthful', 'lands', 'astonishingly', 'klan', 'crash', 'through']","['DET', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADP', 'NOUN', 'ADV', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP']"
"['threat', 'pressures', 'imperialists', 'capsules', 'tired', 'angeles', 'rat-a-tat-tatty', 'liabilities', 'weeks', '3300', 'the']","['NOUN', 'NOUN', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'ADP', 'DET', 'NOUN', '.', 'DET']"
"[',', 'conspirators', 'balconies', 'going', 'he', 'identify']","['.', 'PRT', 'ADP', 'ADJ', 'PRON', 'VERB']"
"['tumbling', 'swc', 'these', 'master', 'dulls', 'rejected', ',', 'told', 'fertility']","['PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN', '.', 'VERB', 'PRT']"
"['at', 'medical', 'here', 'satirical', 'housewife', ""wright's"", 'in', 'a', 'undeniably', 'k', 'he', 'is', 'a', 'place', ',']","['ADP', 'VERB', 'ADV', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'NOUN', '.']"
"['honestly', 'total', 'for', 'young', 'principle', 'one-man', 'sex', 'waist-length', 'sonatas', 'nuovo', 'balls']","['NOUN', 'NOUN', 'ADP', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', '.', 'ADJ', 'NOUN']"
"['lounge', 'makings', 'climbed', 'any', 'raise', '.', 'ever-growing', 'midway', 'to', 'any', 'moscone']","['VERB', 'VERB', 'VERB', 'DET', 'NOUN', '.', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN']"
"['the', 'rallies', 'clergymen', ""church's"", 'a', 'none', 'flattest', 'and', 'the', 'volume', 'burgeoning', ':', 'reserves', 'negotiate', 'sufficiency', '130']","['DET', 'DET', 'NOUN', 'ADV', 'DET', 'NOUN', '.', 'CONJ', 'DET', 'NOUN', 'CONJ', '.', 'VERB', 'PRON', 'VERB', 'NOUN']"
"['the', 'spur', 'she', 'supernaturalism', 'a', '325', 'short', 'society', '96', 'any', 'dissensions', 'subject', '.', 'hard-to-get', 'ignore', 'sages', 'to']","['DET', 'VERB', 'PRON', 'PRT', 'DET', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'DET', 'NUM', 'NOUN', '.', 'CONJ', 'ADV', 'VERB', 'PRT']"
"['dusseldorf', 'comforting', 'the', 'oct.', 'transcended', 'reality', 'builders', ',', 'advanced', 'zen']","['NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NOUN', 'NOUN', '.', 'ADJ', 'NOUN']"
"['stirred', 'race-driver', 'bob', 'the', ""organization's"", 'on']","['VERB', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP']"
"['run', 'money', 'cruel', 'dream', ',', 'helmet', 'netherlands', 'equipment', 'cocteau', 'lifting', 'ed.', 'headed', 'post-mortem']","['NOUN', 'ADP', 'DET', 'NOUN', '.', 'DET', 'NOUN', 'NOUN', 'PRON', 'VERB', 'PRT', 'VERB', 'ADP']"
"['yours', 'the', 'books', 'fussy', 'several', 'laws', 'the', 'acting', 'said', 'is']","['ADP', 'DET', 'NOUN', '.', 'ADJ', 'ADP', 'DET', 'VERB', 'VERB', 'VERB']"
"['rob', 'new', 'mailing', 'at', 'this', ""peale's"", ""hallowell's"", ',', 'impersonation', 'incorporating', ""lenobel's"", 'beaching', 'your', 'interior', 'predominantly', 'other', 'american']","['ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', '.', 'CONJ', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'ADJ', 'ADJ']"
"['more', 'hip-pocket', 'epoch', 'identified', 'up', 'logically', 'to', 'his', 'performance', '2:06.3', 'damage', 'broglio', 'inescapable', 'european', 'scarsdale', 'challenged', 'well']","['ADV', '.', 'PRT', 'VERB', 'PRT', 'VERB', 'ADP', 'DET', 'NOUN', 'PRT', 'VERB', 'VERB', '.', 'ADJ', 'PRT', 'VERB', 'ADV']"
"['heng-shan', 'sean', 'order', 'to', 'elmer', 'in', 'pearson', '121', 'specify', 'warden', 'cemented', 'established', 'concerned', 'daughters', 'slough', '.', 'palace']","['ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'VERB', 'ADV', 'VERB', 'PRT', 'VERB', '.', 'NOUN']"
"['tendency', '.', 'technique', '166', 'righthander', 'whisking', 'u.', ""england's"", ',', 'against']","['NOUN', '.', 'ADJ', 'CONJ', 'ADJ', 'CONJ', 'NOUN', 'ADV', '.', 'ADP']"
"['divine', 'worked', 'one-plane', 'the', 'firm', 'bomb', ',', 'soapy', 'beaching', 'regions', 'holed', 'lots']","['NOUN', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN', '.', '.', 'VERB', 'NOUN', 'VERB', 'PRT']"
"['1020', ',', 'of', 'the', 'early', 'shooting', 'it', 'anthropology', 'permeate']","['PRON', '.', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB', 'PRT']"
"['k', 'consider', 'bentleys', 'after', 'old', 'fair', 'stage', 'connected', 'committees', 'conversely', 'sufficient']","['PRON', 'VERB', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'ADJ']"
"['applicant', 'sprawled', 'pennant', '.', 'that', 'monty', 'the', 'spate', 'creating', 'goldberg', 'knight', 'expressway', 'changed', 'reports', 'service', 'stirred', 'interrogation', 'february']","['DET', 'ADJ', 'NOUN', '.', 'ADP', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'CONJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'DET', 'ADJ']"
"['outmaneuvered', 'are', 'michigan', 'although', 'stumbling', 'n.m.', 'gives', 'trick', 'hovarter']","['VERB', 'VERB', 'NOUN', 'ADP', 'NUM', '.', 'VERB', 'ADP', 'ADJ']"
"['the', 'assumption', 'moon', '.', 'challenge', '127', 'ranks', 'and', ',', 'equating', 'recommend', 'misgivings', 'esnards', 'treasure', 'an', 'options', 'homers', 'controversies', 'standby']","['DET', 'NUM', 'NOUN', '.', 'CONJ', 'ADJ', 'NOUN', 'CONJ', '.', 'PRT', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'PRT', 'VERB', 'ADP']"
"['service-connected', 'overtime', 'to', 'itinerary', ',', 'not', 'will', ',']","['PRON', 'ADV', 'ADP', 'PRON', '.', 'ADV', 'VERB', '.']"
"['advise', 'milhaud', 'gilman', 'choose', 'eerily', 'leagues', 'overhauling', 'school', 'daniel', 'in', 'the', 'cloth']","['ADP', 'PRON', 'VERB', 'VERB', 'PRT', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']"
"[':', 'hen', 'colorama', 'mantle', 'constant', 'the', '$3100', 'janet', 'the', 'municipal', 'man', 'we', 'appealed']","['.', 'CONJ', 'DET', 'NOUN', 'ADP', 'DET', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', 'PRON', 'VERB']"
"['and', 'himself', ',', 'adults', 'up', 'dam', 'fractured', 'burmese', 'the']","['CONJ', 'PRON', '.', 'NOUN', 'PRT', 'ADV', 'PRT', 'VERB', 'DET']"
"['the', 'parentage', 'harbor', 'man', 'd.', 'dictionary', 'that', 'the', 'american', 'version', 'lessening', 'today', 'we', 'outgoing', 'discontent', 'eggs', 'one', 'rivaled']","['DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', '.', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'PRON', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADV']"
"['mortality', ',', 'scribbled', 'sacramento', 'struggle', 'monotonous', 'surface']","['NOUN', '.', 'ADP', 'DET', 'NOUN', 'CONJ', 'NOUN']"
"['pitchers', 'louvers', 'judgments', 'jawaharlal', 'when', 'squadrons', 'resentment', 'a', 'design', 'in', 'sexuality', 'of', 'the', 'arguing', 'clientele', 'nothing', 'of']","['CONJ', 'ADJ', 'NOUN', '.', 'ADV', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'ADP', 'DET', 'ADJ', 'NUM', 'NOUN', 'ADP']"
"['the', 'foes', 'turnpike', ',', 'the', 'late', 'enzyme', ""''"", 'to', 'hard-fought', 'waterways', 'newspaper', '.', 'chinese-inspired', 'our']","['DET', 'NOUN', 'NOUN', '.', 'DET', 'ADJ', 'NOUN', '.', 'ADP', 'NOUN', 'NOUN', 'NOUN', '.', 'CONJ', 'VERB']"
"['he', 'urged', 'ahead', 'scientific', 'commits', ""'60"", 'compose', 'pod', 'banged', 'bottling', 'in', 'mantle', 'do', 'of', 'maple', 'cafes', 'least', 'similitude', 'approach']","['PRON', 'VERB', 'ADV', 'ADJ', '.', 'DET', 'NOUN', 'ADJ', 'PRT', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADP', 'PRON', '.', 'ADJ', 'NOUN', 'NOUN']"
"['he', 'different-color', 'work', 'the', 'transmuted', 'enzyme', 'voluntary', ""book's""]","['PRON', 'ADV', 'VERB', 'DET', 'ADJ', 'NOUN', 'VERB', 'ADV']"
"['themselves', ""organization's"", 'be', 'no', 'movement', 'majorities']","['PRON', '.', 'VERB', 'DET', 'NOUN', 'ADP']"
"['their', 'nobody', ',', 'because', 'hamming', 'abject', 'as', 'inexperienced', 'solutions', 'but', 'dog-pin', 'any', 'area']","['DET', 'ADJ', '.', 'ADP', 'PRT', 'VERB', 'ADP', 'ADJ', 'NOUN', 'CONJ', 'VERB', 'DET', 'NOUN']"
"['dishes', 'of', 'sit', 'seldom', 'ceil', 'bathtub', 'brokerage', 'is']","['NOUN', 'ADP', 'VERB', 'ADV', 'ADJ', 'NOUN', 'CONJ', 'VERB']"
"['gland', 'beat', 'transact', 'raise', 'writer', 'these', 'least', 'c.', 'in', 'cohesiveness', ';', 'submitted', 'optimism', 'outdoor', 'reformism', 'f.', 'tucker']","['NOUN', 'VERB', 'ADP', 'PRON', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN']"
"['the', 'pansies', 'gray-haired', 'programmes', 'of', ""james's"", 'ease', 'dr.', 'truthfully', 'type', ':', 'dotting', 'for', 'historically', ',']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'CONJ', 'NOUN', '.', 'VERB', 'ADP', 'NUM', '.']"
"['carey', 'testify', 'frosting', 'plaques', 'draw', 'all', 'on', 'faculty', 'cliche', 'sparks', 'which', 'without']","['NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'PRT', 'ADP', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADP']"
"['quo', 'lovelorn', 'seldom', 'picked', 'prosecution', 'ciudad', ',', 'frock', 'in', 'warehouse', 'room', 'plan', 'made', 'a', 'resources']","['NOUN', 'CONJ', 'ADV', 'VERB', 'ADJ', 'NOUN', '.', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN']"
"['zimmerman', 'returned', 'grew', 'organizations', 'misconceptions', 'gloves', 'suggests', 'directions', 'however', 'because']","['ADV', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP']"
"['ruidoso', 'communists', 'retaliatory', 'opening', 'abolition', 'continued', 'preserving', 'for', 'the', 'become', 'beadles', 'nationalisms', 'people', 'in', 'american']","['NOUN', 'NOUN', '.', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP', 'ADJ']"
"['whistling', 'georgia', '.', 'frick', 'searching', 'stop', 'rodney-honor', 'was', 'sunday', 'plants']","['CONJ', 'NOUN', '.', 'CONJ', 'VERB', 'VERB', 'PRON', 'VERB', 'NOUN', 'NOUN']"
"['remains', 'beavertail', 'automobiles', 'modernization', 'kitchens', 'berlin-west', 'competition', 'pass', 'systematizing', 'basic', 'stainless', 'hasten', '.', 'francois', 'hawthorne', 'buffalo', 'latinovich', 'tomato', 'neurasthenic']","['ADV', 'ADP', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'ADJ', 'ADJ', 'NOUN', '.', 'X', 'X', 'NOUN', 'ADP', 'NOUN', 'ADP']"
"['for', 'beatie', 'the', 'able', 'show', 'in', 'theologians', ""'51"", '2-baser', 'creamer', 'staggered', 'with']","['ADP', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'CONJ', 'ADJ', 'NOUN', 'CONJ', 'ADP']"
"['post-world', 'bleacher-type', 'german', 'pickle', 'psalm', 'had', 'front-line', 'frightful', 'smythe', 'outboards', 'diplomacy', ',', 'brandt', 'plains']","['ADV', 'ADJ', 'ADV', 'PRT', 'VERB', 'VERB', 'DET', 'ADV', 'NOUN', 'DET', 'NOUN', '.', 'NOUN', 'NOUN']"
"['and', 'from', 'judge', 'hinduism', 'trade', 'block-buster', 'expression', '.', 'to', 'its', 'many', 'icc', 'england', 'flushing', 'is', 'now', 'underwent']","['CONJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', '.', 'ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'PRON', 'VERB', 'ADV', 'DET']"
"['trying', 'subverting', 'washington', 'thirty', 'histories', 'simplified', 'ballroom', ',', 'audubon', 'army']","['ADP', 'DET', 'NOUN', 'NUM', '.', 'VERB', 'NOUN', '.', 'DET', 'NOUN']"
"['innate', 'stravinsky', 'semra', 'suey', 'over', 'a']","['NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'DET']"
"['in', 'a', 'was', 'noted', 'demythologized', 'danny', ""god's"", 'only', 'last-round', 'lounged', ""baltimore's"", 'elevator', 'enlightened', 'planed', 'with']","['ADP', 'DET', 'VERB', '.', 'DET', 'ADJ', 'NOUN', 'ADV', 'CONJ', 'DET', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP']"
"['southward', 'dr.', 'textbook', ""white's"", '.', 'equating', '1/4', 'inflict', 'majors', 'elbows', '.', 'with', 'epoch', ""khrushchev's"", 'to']","['ADV', 'NOUN', 'NUM', '.', '.', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', '.', 'ADP', 'ADP', 'NOUN', 'ADP']"
"['the', 'grudges', '.', 'treasurer', 'if', 'some']","['DET', 'NOUN', '.', '.', 'ADP', 'DET']"
"['the', 'wrote', 'defray', 'with', 'you', 'slide-lock', 'cherubim']","['DET', 'VERB', 'VERB', 'ADP', 'PRON', 'VERB', 'PRT']"
"['did', 'aviators', 'many', 'mercenaries', 'of', '132,000', 'sextuor', 'scene', 'private-eye', '.', 'undue', 'eagerness', ',', 'snubbing', 'act', 'backers', 'visit', '--', 'perfecting']","['VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'ADJ', 'NOUN', '.', '.', 'ADJ', 'NOUN', '.', 'ADP', 'NOUN', 'NOUN', 'NOUN', '.', 'NOUN']"
"['rifle-shotgun', 'and', 'mayfair', 'is', 'mahogany', 'multitudes', 'accordance', 'law', 'acquaint', 'from', 'version']","['NOUN', 'CONJ', 'ADV', 'VERB', 'ADJ', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN']"
"['last', 'home', 'in', 'maintenance', 'system', 'and', 'the', 'trill', 't', '.', 'rhythm-and-blues', 'hands', 'affects', 'reconvenes']","['ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'CONJ', 'DET', 'NOUN', 'NOUN', '.', 'PRON', 'NOUN', 'VERB', '.']"
"['the', 'please', 'to', 'the', 'berlin', 'retirement', 'katanga', 'health', 'on', 'bustling', 'grotesque', 'from', 'when']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', '.', 'NOUN', 'ADP', 'DET', 'ADJ', 'ADP', 'ADV']"
"['family', 'shawnee', 'acrylic', 'the', 'public', 'example', 'the', 'if', 'longed-for', '--', 'the', '1946', 'overpaid', '.', 'a', 'kicks', 'extravagant', 'absent']","['NOUN', '.', '.', 'DET', 'NOUN', 'NOUN', 'DET', 'ADP', 'NOUN', '.', 'DET', 'ADJ', 'NOUN', '.', 'DET', 'NOUN', 'VERB', 'ADV']"
"['mechanics', 'value', 'than', 'was', 'omitting', 'voice', 'commando', 'the', 'st.', ';']","['NOUN', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', '.']"
"['waterfront', 'gun', 'triggered', 'philanthropic', 'a', ""o'neill""]","['.', 'NOUN', '.', '.', 'DET', 'NOUN']"
"['heroine', ""''"", 'tommy', 'said', 'as', 'serenity', 'explanation', 'could', 'the', 'square', 'subdue', 'drifted', 'bitterness', 'well-to-do', 'deadheads', 'of', 'low-speed', ""10''""]","['NOUN', '.', 'VERB', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADP', 'VERB', 'ADV', 'PRON', 'VERB', 'ADP', 'DET', 'NOUN']"
"['feuchtwanger', 'latin', 'of', '$67,000', ',', ',', 'doctors', '1963', 'illnesses', ':', 'quipping', 'caramel']","['ADV', 'ADJ', 'ADP', 'NOUN', '.', '.', 'NOUN', '.', 'VERB', '.', '.', 'NOUN']"
"['buries', '$200', '.', 'respectability', 'developments', 'proctor', 'plainly', 'capitalists', 'top', 'debentures']","['DET', 'NOUN', '.', 'VERB', 'PRT', 'VERB', 'ADV', 'DET', 'ADJ', 'NOUN']"
"['gospel-singer', 'sitting', 'coaching', 'bleed', ',', 'feuds', 'iosola', 'post', 'cutter', '.', 'there']","['ADP', 'CONJ', 'NOUN', 'NOUN', '.', 'DET', 'NOUN', 'NOUN', 'NUM', '.', 'PRT']"
"['kel', 'mts.', 'original', 'seniority', 'line', 'oath-taking', 'cautioned', 'ecological', 'made', 'in', 'stress', 'service-connected', ':', ',', 'facial', 'citrus', 'to', '80-hp']","['ADP', 'DET', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'VERB', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', '.', '.', 'ADJ', '.', 'ADP', 'VERB']"
"['the', 'executive', 'principles', 'accommodated', 'the', ""labor's"", 'mean', 'ban', 'buddhist', 'homecomings', 'sides', 'was']","['DET', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'PRON', 'ADP', 'NOUN', 'VERB']"
"['$11', 'knew', 'of', 'think', 'company', 'about', 'regal', 'police']","['ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADJ', 'NOUN']"
"['a', ',', 'of', 'the', 'collection', 'without', ""veeck's"", 'ferried', '949', 'envision', 'luck', 'conference', 'since', ""government's"", 'life', 'that', 'a']","['DET', '.', 'ADP', 'DET', 'NOUN', 'ADP', 'VERB', 'ADV', 'VERB', 'VERB', 'NUM', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET']"
"[""where's"", 'were', 'to', 'living', 'guarding', 'leg-split', 'estimated', 'bus', 'feels', 'gospels', 'interference', 'urges', 'air', 'normal', 'reportedly']","['PRT', 'VERB', 'PRT', 'VERB', 'DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB', 'ADV', 'CONJ', 'VERB', 'ADJ', 'NOUN']"
"['babin-festival', 'frederick', 'streamliner', 'concede', 'lacey', 'beakers', 'like', '3-inch']","['ADV', 'DET', 'ADJ', '.', 'CONJ', 'NOUN', 'VERB', 'ADP']"
"['ago', 'greater', 'technical', '``', 'adagios', 'conversely', 'levers', 'oud', 'so', 'ringers']","['ADV', 'ADJ', 'ADJ', '.', 'NOUN', 'ADP', 'NOUN', '.', 'ADV', 'NOUN']"
"['raimu', 'the', 'oratorical', 'pay', 'brands', ""chennault's"", '.', 'frustrated', 'described', 'operation', 'auberge']","['ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', '.', 'ADP', 'DET', 'NOUN', '.']"
"[""hasn't"", 'mccone', 'skeet', 'in', 'paired', ',', 'risks', '.', ',', 'contemporary', 'fall', 'to', 'the', 'dollar-and-cents']","['ADP', 'NUM', 'NOUN', 'ADP', 'ADJ', '.', 'PRON', '.', '.', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN']"
"['the', 'may', ',', 'negligence', 'notorious', 'is', 'appetites', 'libraries', 'spirit', 'halleck', 'thousands', 'topography', 'absolute', 'medicine', 'of', 'handling', 'says', 'adopted']","['DET', 'VERB', '.', 'ADP', 'PRON', 'VERB', 'ADJ', 'NOUN', 'NOUN', '.', 'NOUN', '.', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'VERB', 'VERB']"
"['18', 'dispatching', 'of', 'closely', 'impasse', 'is', 'hold', '372', 'mill', 'of', 'peace', 'farm', 'in', 'ingenuity', 'to', 'aerial', 'parading', 'norms', 'vain']","['ADP', 'PRON', 'ADP', 'ADV', 'ADV', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADP', 'ADJ', 'NOUN', '.', 'CONJ']"
"['one', 'of', 'the', 'party', 'early', 'images', 'venture', 'stopping', '355', 'yardumian', 'policeman', '.', 'dramatizes', 'mentioning', 'demoralized', 'majestic', 'than']","['NUM', 'ADP', 'DET', 'NOUN', 'ADV', 'ADP', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', '.', 'VERB', 'VERB', 'DET', 'NOUN', 'ADP']"
"[""''"", 'the', 'dynamite', 'attract', 'with', 'the', 'court', 'stoves', ',', 'after']","['.', 'DET', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', '.', 'ADP']"
"['in', 'the', 'driven', 'would', 'i', 'be']","['ADP', 'DET', 'VERB', 'VERB', 'PRON', 'VERB']"
"['220-yard', 'has', 'pressures', 'will', 'bleak', 'ligament', 'grand', 'fortune', 'of', 'linguistic', 'glass', 'jerry', 'performances', 'helmet', 'china', 'clowns', 'self-reliant', 'lending', 'well']","['PRON', 'VERB', 'NOUN', 'VERB', 'ADP', 'DET', 'ADJ', 'NOUN', 'ADP', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'CONJ', 'NOUN', 'ADJ', 'NOUN', '.', 'ADV']"
"['stickney', 'been', 'heptachlor', 'killebrew', 'started', 'in', 'the', 'has', 'chaos', 'with', 'prayer', ',', 'least', 'fuhrmann', ',', 'in', 'every', 'location', ""''""]","['PRT', 'VERB', 'ADV', 'NOUN', 'NOUN', 'ADP', 'DET', 'VERB', 'NOUN', 'ADP', 'NOUN', '.', 'ADJ', 'NOUN', '.', 'ADP', 'DET', 'NOUN', '.']"
"['danced', 'the', 'developed', 'canceled', 'did', ""mossberg's"", 'investment', ',', 'earlier', '.', 'tribes', 'top', 'authority', '.', 'and', 'he', 'used', 'fixed', 'held']","['DET', 'DET', 'VERB', 'DET', 'VERB', 'ADV', 'NOUN', '.', 'NOUN', '.', 'ADV', 'ADJ', 'NOUN', '.', 'CONJ', 'PRON', 'VERB', 'VERB', 'VERB']"
"['currently', 'walter', 'help', 'problem', 'cracking', 'doing', 'faith', 'for', 'the']","['ADV', 'PRON', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADP', 'DET']"
"['shorter', 'steered', 'action', 'are', 'consultant', 'the', 'sunday', 'pool', 'as', 'companies']","['ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADP', 'NOUN']"
"['interested', 'backbend', 'offices', '.', ""gordon's"", 'intrigues', ',', '--', ',', 'preoccupation', 'enthusiasm', 'downtown', 'disaster', ',', 'jensen', 'given', 'baby']","['VERB', 'ADV', 'NOUN', '.', 'ADV', '.', '.', '.', '.', 'CONJ', 'ADJ', 'NOUN', 'NUM', '.', 'VERB', 'VERB', 'DET']"
"['to', 'seamanship', 'resumed', 'use', 'the', 'controls', 'providing', 'boxford', 'butler', '56-yard', 'song', 'election', 'for', 'wyatt', 'evidence']","['ADP', 'DET', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'CONJ', 'VERB', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN']"
"['these', 'a-1', 'visit', 'promised', 'ilona', 'of', 'a', 'abandoned', 'shortages', 'mannered', 'about', 'them', 'gazing', 'slogan', 'insulators']","['DET', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADP', 'DET', 'VERB', 'VERB', 'VERB', 'ADV', 'PRON', 'VERB', 'CONJ', 'ADP']"
"['the', 'transposed', 'election', 'of', 'tiers', ""poor's"", 'vicarious', 'of', 'fall', ',']","['DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', '.']"
"[""1961's"", 'general', 'of', 'galt', 'in', 'a', 'respiratory', 'francois', 'and', 'parallel', '$83,750', 'and']","['DET', 'ADJ', 'ADP', 'NOUN', 'ADP', 'DET', 'ADJ', 'NUM', 'CONJ', 'ADJ', 'NOUN', 'CONJ']"
"['harping', 'vicksburg', 'reno-lake', 'those', 'popped', ""''"", 'free', 'and', 'a']","['ADJ', 'NOUN', '.', 'DET', 'NOUN', '.', '.', 'CONJ', 'DET']"
"['charity', 'sun', 'to', '70,000,000', 'train', 'proteins']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB']"
"['tacit', 'were', '?', 'wind-velocity', 'london', 'crossed', 'recorder', 'downers', ',', 'costumes', 'does', '$3,675', 'more', 'people', 'states', 'was', 'the', 'ruled', '.']","['ADV', 'VERB', '.', 'CONJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', '.', 'PRON', 'VERB', 'PRT', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'DET', 'VERB', '.']"
"['no', 'sort', 'portion', 'the', 'trim', 'stalled', 'the', 'aderholds', ""1960's"", ':', 'way-out', 'of', 'a', 'fantastic', 'timeless', 'the', 'monumentally', 'so', 'ripple']","['DET', 'NOUN', 'ADP', 'DET', 'PRON', 'ADP', 'DET', 'ADJ', 'NOUN', '.', 'NOUN', 'ADP', 'DET', 'DET', '.', 'DET', 'ADV', 'ADV', 'VERB']"
"['trial', 'higher', 'voices', 'brooding', 'went', 'collided', 'a', 'prize', 'plays', 'somewhere']","['.', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', '.', 'PRON']"
"['first', 'no', 'perturbations', 'fascination', 'roman', 'winfield', 'to', 'vernon', 'progressions', 'idea-exchange', 'trade', 'johnny']","['ADV', 'ADV', 'ADJ', 'NOUN', 'PRON', 'PRT', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP']"
"['automatically', 'explained', 'overlooking', 'their', 'weight', ',', 'dynasty', 'militarily', 'ours', 'fifteenth', 'comes', 'implementation', 'wars', 'played', 'selection']","['ADV', 'VERB', '.', 'DET', 'NOUN', '.', 'NOUN', 'VERB', '.', 'PRON', 'VERB', '.', '.', 'PRT', 'NOUN']"
"['milk', ',', 'and', 'smile', 'ensue', 'handed', 'atheists', 'discredited', 'desperation', 'clearance', 'levels', 'instead', 'blacks', 'kebob', 'underprivileged']","['NOUN', '.', 'CONJ', 'VERB', '.', 'VERB', 'ADV', '.', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'VERB', '.', 'VERB']"
